1,33032,154
2,32824,89
3,32840,136
4,32856,139
5,32824,150
6,32856,106
7,32776,167
8,32792,97
9,32808,132
10,32776,118
11,32663,177
12,32663,100
13,32647,159
14,32647,136
15,32647,172
16,32599,106
17,32599,147
18,32551,170
19,32615,90
20,32583,190
21,32583,110
22,32583,181
23,32567,84
24,32519,171
25,32647,142
26,32551,112
27,32583,189
28,32615,132
29,32519,168
30,32535,94
31,32551,163
32,32535,151
33,32519,88
34,32567,125
35,32567,126
36,32535,148
37,32519,102
38,32551,130
39,32519,135
40,32551,151
41,32519,134
42,32519,147
43,32535,155
44,32535,127
45,32583,163
46,32535,140
47,32567,139
48,32551,129
49,32551,145
50,32519,130
51,32519,141
52,32519,115
53,32535,146
54,32551,134
55,32519,120
56,32519,117
57,32599,139
58,32535,124
59,32471,134
60,32535,160
61,32535,112
62,32519,112
63,32503,123
64,32391,148
65,32439,123
66,32423,138
67,32359,130
68,32311,116
69,32231,125
70,32151,145
71,32055,140
72,31911,102
73,31767,159
74,31367,111
75,31111,141
76,30631,114
77,30151,141
78,29335,130
79,28310,134
80,26806,152
81,23429,139
82,20228,132
83,16323,143
84,12178,124
85,8834,131
86,5553,138
87,3232,128
88,2832,136
89,4273,144
90,7617,139
91,11602,142
92,15955,132
93,20645,141
94,24325,144
95,27046,117
96,29079,124
97,30439,150
98,31271,143
99,31831,105
100,32231,158
