-0.55
-0.48
0.00
-0.30
-0.25
-0.96
-0.09
0.13
-0.11
-0.76
-0.15
-0.25
-0.17
0.35
0.46
0.15
0.35
0.22
0.17
0.32
0.63
0.24
-0.03
0.13
0.00
-0.19
-0.55
0.15
0.20
0.59
-0.09
-0.36
-0.80
-0.10
0.24
0.13
0.00
-0.02
0.14
0.20
-0.75
-0.56
-0.25
-0.11
-0.40
-0.29
-0.35
-0.65
-0.71
0.06
-0.71
-0.32
-0.72
0.23
-0.03
0.09
0.40
0.97
-0.03
0.55
-0.08
-0.15
0.18
0.56
0.90
0.62
1.33
1.10
0.28
0.55
0.92
1.62
0.83
1.53
2.04
1.36
1.39
1.79
1.91
2.06
1.81
2.38
2.27
2.38
1.92
2.02
2.63
2.07
2.24
2.22
2.59
3.23
3.59
3.19
2.74
3.27
3.65
3.08
3.14
4.04
4.35
