5120
1,32551,-246
2,32551,-255
3,32487,-288
4,32519,-264
5,32535,-256
6,32487,-289
7,32551,-266
8,32535,-292
9,32471,-289
10,32519,-275
11,32535,-278
12,32535,-268
13,32455,-266
14,32535,-272
15,32519,-281
16,32487,-292
17,32519,-271
18,32535,-272
19,32471,-292
20,32519,-265
21,32551,-299
22,32455,-249
23,32535,-263
24,32487,-286
25,32519,-261
26,32519,-280
27,32487,-273
28,32487,-272
29,32503,-291
30,32487,-261
31,32519,-289
32,32455,-240
33,32423,-260
34,32487,-238
35,32455,-265
36,32359,-245
37,32391,-251
38,32279,-252
39,32263,-265
40,32151,-241
41,32087,-230
42,31895,-253
43,31751,-243
44,31575,-256
45,31255,-251
46,30855,-233
47,30423,-249
48,29543,-240
49,28550,-248
50,27238,-236
51,25398,-246
52,23461,-248
53,20212,-242
54,16644,-243
55,12435,-232
56,8450,-244
57,4881,-241
58,2176,-240
59,1472,-229
60,2992,-241
61,6305,-239
62,10290,-246
63,14771,-247
64,19844,-228
65,23621,-241
66,26502,-244
67,28502,-231
68,30039,-245
69,31047,-235
70,31703,-264
71,32071,-230
72,32359,-247
73,32487,-258
74,32679,-260
75,32792,-255
76,32824,-266
77,32840,-236
78,32792,-245
79,32824,-279
80,32776,-248
81,32776,-256
82,32695,-247
83,32711,-255
84,32711,-251
85,32647,-253
86,32647,-285
87,32647,-260
88,32599,-251
89,32615,-237
90,32615,-288
91,32551,-279
92,32599,-236
93,32615,-258
94,32535,-284
95,32551,-275
96,32567,-272
97,32583,-236
98,32567,-311
99,32519,-259
100,32551,-262
101,32535,-282
102,32519,-246
103,32519,-300
104,32519,-257
105,32519,-302
106,32519,-299
107,32519,-274
108,32615,-281
109,32551,-266
110,32471,-266
111,32471,-286
112,32535,-275
113,32519,-271
114,32519,-283
115,32551,-271
116,32519,-281
117,32471,-273
118,32519,-275
119,32535,-259
120,32471,-264
121,32583,-271
122,32551,-270
123,32567,-251
124,32519,-269
125,32551,-279
126,32455,-261
127,32519,-235
128,32519,-267
129,32471,-296
130,32439,-282
131,32471,-296
132,32519,-231
133,32487,-245
134,32487,-281
135,32439,-260
136,32503,-278
137,32455,-271
138,32439,-270
139,32391,-268
140,32391,-270
141,32343,-272
142,32295,-253
143,32215,-239
144,32199,-254
145,32135,-268
146,31879,-245
147,31687,-252
148,31383,-250
149,31111,-251
150,30631,-256
151,29975,-238
152,29271,-239
153,28182,-250
154,26886,-234
155,24870,-252
156,22581,-240
157,19172,-237
158,14915,-250
159,10594,-239
160,7009,-238
161,3536,-243
162,1792,-234
163,1744,-239
164,3536,-243
165,7041,-233
166,11218,-251
167,16227,-227
168,21013,-241
169,24806,-247
170,27430,-228
171,29255,-256
172,30439,-236
173,31271,-259
174,31847,-234
175,32183,-239
176,32439,-263
177,32583,-237
178,32663,-249
179,32856,-226
180,32663,-274
181,32808,-240
182,32856,-237
183,32695,-257
184,32840,-227
185,32776,-268
186,32695,-254
187,32695,-273
188,32679,-256
189,32663,-242
190,32663,-272
191,32647,-259
192,32679,-288
193,32647,-245
194,32583,-263
195,32599,-279
196,32535,-233
197,32551,-267
198,32663,-239
199,32535,-262
200,32551,-292
201,32583,-240
202,32551,-278
203,32535,-265
204,32519,-281
205,32583,-271
206,32567,-253
207,32519,-306
208,32551,-290
209,32583,-242
210,32519,-297
211,32519,-262
212,32487,-284
213,32535,-278
214,32455,-286
215,32455,-275
216,32487,-270
217,32519,-290
218,32519,-267
219,32551,-278
220,32583,-270
221,32519,-269
222,32551,-275
223,32519,-280
224,32599,-278
225,32503,-281
226,32519,-278
227,32519,-284
228,32519,-276
229,32519,-265
230,32487,-287
231,32487,-268
232,32519,-289
233,32487,-288
234,32551,-264
235,32487,-273
236,32519,-280
237,32583,-276
238,32487,-260
239,32471,-274
240,32519,-278
241,32455,-257
242,32439,-274
243,32423,-248
244,32343,-268
245,32359,-265
246,32279,-267
247,32183,-249
248,32151,-233
249,32087,-242
250,31927,-247
251,31751,-270
252,31559,-254
253,31191,-242
254,30807,-251
255,30279,-250
256,29511,-247
257,28550,-236
258,27094,-236
259,25270,-250
260,23269,-239
261,19956,-245
262,16388,-242
263,12226,-249
264,8177,-249
265,4817,-238
266,2176,-236
267,1552,-236
268,3072,-240
269,6561,-239
270,10610,-244
271,15203,-228
272,20036,-236
273,23829,-252
274,26582,-227
275,28679,-251
276,30055,-232
277,31047,-256
278,31767,-244
279,32087,-232
280,32343,-272
281,32519,-253
282,32647,-258
283,32856,-251
284,32840,-228
285,32792,-272
286,32695,-252
287,32776,-260
288,32792,-252
289,32776,-252
290,32776,-255
291,32631,-243
292,32615,-286
293,32663,-241
294,32663,-240
295,32615,-260
296,32583,-271
297,32599,-296
298,32599,-242
299,32599,-276
300,32551,-274
