4980
1,32583,-240
2,32551,-246
3,32519,-281
4,32615,-229
5,32519,-251
6,32599,-257
7,32583,-255
8,32487,-250
9,32535,-228
10,32519,-246
11,32567,-238
12,32535,-237
13,32487,-237
14,32519,-243
15,32519,-251
16,32519,-239
17,32535,-267
18,32583,-235
19,32535,-263
20,32487,-242
21,32551,-274
22,32519,-242
23,32471,-226
24,32487,-265
25,32551,-255
26,32471,-248
27,32519,-231
28,32519,-287
29,32567,-269
30,32535,-284
31,32519,-254
32,32471,-272
33,32519,-270
34,32455,-274
35,32455,-251
36,32455,-241
37,32359,-274
38,32391,-263
39,32327,-255
40,32263,-264
41,32231,-257
42,32183,-285
43,32007,-254
44,31879,-258
45,31751,-253
46,31527,-291
47,31111,-265
48,30631,-264
49,30087,-257
50,29463,-281
51,28390,-275
52,27110,-264
53,25286,-284
54,22805,-267
55,19588,-265
56,16179,-271
57,12162,-283
58,8338,-275
59,4929,-266
60,2320,-270
61,1584,-280
62,2960,-278
63,5841,-282
64,9682,-264
65,13875,-276
66,18708,-274
67,23061,-262
68,26182,-252
69,28182,-283
70,29735,-265
71,30727,-256
72,31447,-288
73,31943,-254
74,32327,-286
75,32567,-268
76,32695,-241
77,32792,-294
78,32808,-246
79,32808,-275
80,32840,-264
81,32808,-244
82,32776,-283
83,32808,-271
84,32663,-250
85,32663,-249
86,32647,-232
87,32679,-289
88,32647,-242
89,32567,-236
90,32663,-276
91,32615,-281
92,32647,-243
93,32599,-232
94,32631,-277
95,32551,-237
96,32663,-270
97,32599,-219
98,32583,-284
99,32583,-229
100,32567,-253
101,32583,-262
102,32583,-222
103,32599,-265
104,32535,-233
105,32535,-282
106,32503,-231
107,32551,-254
108,32519,-267
109,32487,-233
110,32535,-240
111,32519,-229
112,32551,-263
113,32551,-239
114,32519,-241
115,32551,-270
116,32535,-244
117,32551,-247
118,32519,-233
119,32535,-265
120,32519,-244
121,32519,-240
122,32519,-251
123,32471,-261
124,32455,-246
125,32599,-238
126,32551,-265
127,32599,-239
128,32487,-254
129,32519,-240
130,32519,-263
131,32519,-258
132,32551,-264
133,32519,-228
134,32519,-227
135,32471,-264
136,32471,-267
137,32519,-246
138,32567,-230
139,32471,-254
140,32487,-269
141,32455,-285
142,32407,-246
143,32423,-250
144,32407,-271
145,32327,-259
146,32263,-256
147,32231,-258
148,32103,-264
149,32007,-252
150,31879,-265
151,31687,-267
152,31383,-264
153,31063,-269
154,30599,-271
155,30023,-262
156,29143,-262
157,28182,-259
158,26806,-278
159,24854,-267
160,22693,-265
161,19268,-277
162,15155,-276
163,10946,-274
164,7793,-258
165,4353,-275
166,2176,-269
167,1536,-258
168,3136,-272
169,6545,-267
170,10514,-274
171,14931,-264
172,19652,-272
173,23461,-278
174,26374,-255
175,28502,-266
176,30023,-272
177,30903,-278
178,31543,-250
179,32007,-287
180,32279,-254
181,32519,-270
182,32615,-255
183,32792,-279
184,32808,-235
185,32792,-283
186,32824,-273
187,32808,-259
188,32808,-236
189,32792,-272
190,32776,-274
191,32792,-270
192,32840,-255
193,32663,-236
194,32711,-238
195,32792,-276
196,32631,-275
197,32599,-226
198,32615,-272
199,32535,-225
200,32599,-279
201,32567,-224
202,32599,-257
203,32583,-250
204,32599,-257
205,32583,-289
206,32583,-211
207,32615,-249
208,32551,-238
209,32583,-280
210,32551,-227
211,32551,-245
212,32567,-272
213,32567,-257
214,32535,-233
215,32567,-264
216,32487,-225
217,32519,-235
218,32535,-261
219,32519,-221
220,32567,-248
221,32599,-234
222,32551,-269
223,32551,-242
224,32551,-240
225,32503,-255
226,32551,-239
227,32519,-254
228,32551,-237
229,32519,-264
230,32583,-238
231,32487,-235
232,32519,-260
233,32519,-237
234,32535,-248
235,32551,-234
236,32551,-253
237,32567,-230
238,32503,-247
239,32535,-264
240,32519,-249
241,32487,-228
242,32487,-230
243,32535,-251
244,32519,-243
245,32487,-259
246,32455,-241
247,32423,-274
248,32455,-265
249,32423,-258
250,32407,-257
251,32359,-246
252,32327,-271
253,32263,-265
254,32279,-260
255,32071,-269
256,32055,-267
257,31847,-259
258,31751,-278
259,31431,-277
260,31079,-274
261,30599,-270
262,30023,-274
263,29303,-262
264,28166,-257
265,26950,-261
266,25094,-281
267,22725,-272
268,19268,-261
269,15427,-283
270,11298,-259
271,8001,-277
272,4513,-267
273,2208,-268
274,1536,-271
275,3104,-276
276,6449,-268
277,10242,-279
278,14675,-277
279,19380,-281
280,23253,-265
281,26278,-293
282,28470,-257
283,31239,-259
284,31767,-282
285,32151,-253
286,32407,-266
287,32599,-268
288,32679,-276
289,32776,-247
290,32776,-288
291,32872,-250
292,32936,-284
293,32808,-251
294,32840,-278
295,32776,-242
296,32663,-264
297,32711,-273
298,32776,-294
299,32776,-230
300,32679,-272
